comments;sentiment
gostei muito o produto veio correto, chegou no prazo so poderia ter enviado para uma unidade dos correios mais perto.;pos
loja muito boa entrega tudo direitinho;pos
otimo. rapidez na entrega produto de qualidade parabens;pos
muito bom;pos
recomendo. fui atendido satisfatorio;pos
tudo certo e chegou rapidinho;pos
bom;pos
foi feito tres pedidos dois chrgaram certo so um que nao entregaram dentro do prazo e recomendo;pos
chateado;neg
muito satisfeita;pos
recomendo. empresa confiavel e agil;pos
valeu;pos
otimo recebi no prazo e veio exatamenti o que comprei;pos
produto entregue antes do prazo e muito boa a qualidade, eu recomendo;pos
o tempo de entrega foi menor que o esperado!;pos
recomendo. confiavel;pos
adorei comprar ai, comprei 3 produtos, um chegou, agora esperando os outros.;pos
so faltou um pouco mais de informacao em relacao ao produto achei extremamente pequeno;pos
ok. dentro do esperado. ja realizei varias compras nas lannister, nunca tive problema.;pos
so tenho que agradecer. obrigado!!!;pos
faltaram 2 jumps que ate o momento nao foram entregues.;neg
lm 327. otimo produto;pos
chegou muito rapido , e um otimo produto !;pos
recebi tudo certo conforme o que solicitei;pos
compraria novamente;pos
excelente loja. excelente produto e loja;pos
fiz o pedido no dia 23.11 e ate hoje dia 12.12.2017 o produto ainda nao foi entregue. muita demora!;neg
linda;pos
otimo;pos
otima.e otima qualidade de compra e entrega;pos
eu recomendo essa loja.?;pos
poder comprar e poder ter a certeza que vai chegar, nao tem preco. podem confiar!;pos
bom . so que eu pedi um cartucho hp original e o que veio nao tem slogan da hp;neg
muito satisfeita, obrigado;pos
otimo;pos
gostei! entrega rapida e produto exatamente como anunciado. atendeu as minhas expectativas.;pos
ate o presente momento nao recebi o produto.;neg
a loja lannister sempre atendeu as minhas expectativas no que diz respeito a qualidade do produto e prazo de entrega.;pos
10. 10;pos
o produto atende as necessidades. produto facil de manuseio.;pos
o produto estava anunciado no site, mas nao tinha no estoque. o dinheiro foi estornado para o meu cartao. transtorno leve.;neg
o produto chegou antes do prazo.porem chegou danificadosuas rodas de plasticos vieram quebradas.;neg
super recomendo. o produto chegou em perfeito estado e antes da data estabelecida;pos
comprei a escova mas nao veio a mesma q comprei pelo site.;neg
pois ate o momento nao fecebi a cacarola os demais itens que adquiri ja chegaram e ela nao. alguem pode me dizer o motivo. preciso muito dela....;pos
realizei a compra de duas bonecas e recebi somente uma, so que a nota fiscal veio com o valor da duas e ainda nao recebi a outra.;neg
irritante. minha opiniao e a mais triste de todas falta compromisso com cliente stark que tambem nao fez nada. perdeu minha familia como cliente geral.;neg
recomendo;pos
servico fantastico sem burocracia e entrega garantida;pos
americana e uma loja que e muito responsavel com suas vendas e eu recomendo a todos;pos
compei uma pingente e nunca chegou, comprei dia 06 de janeiro hj e 08 de fervereiro e nada.;neg
so foi entregue o cartucho da tinta preta. falta o outro cartucho da tinta colorida. entretanto, a cobranca foi dos 2 cartuchos e ainda foi duplicado o valor do frete.;neg
comprei 2 cadeiras e recebi somente 1;neg
otimo . muito bom;pos
compra facil e entrega no prazo;pos
gerou duvida. a entrega veio dividida, sendo a primeira com nf do total, gerando duvida, nos casos de dividir a entrega o ideal e avisar ao cliente;neg
entregue em 5 dias ate antes do prazo;pos
produto bonito e confortavel, porem nao durma de unhas grandes nem sem esfoliar os pes, porque e fragil e puxa fio com facilidade.;pos
produto entregue no prazo e em perfeitas condicoes.;pos
bom;pos
nao recebi o produto;neg
o tapete e muito bonito, mas veio menor do que o especificado no anuncio. a medida informada era de 2m x 2m e veio 1,80 x 1,80.;neg
produto de muito boa qualidade. entrega rapida. recomendo a lannister.com;pos
provavelmente que tenha sido falha dos correios, mas paguei pelo produto e nao recebi.;neg
pessima loja nao entregou o produtos e nem deu satisfacao;neg
bom;pos
nao recebi o produto;neg
embalagem. embalagem detonada. a embalagem veio rasgada, toda amassada, por descuido do fornecedor e a falta de cuidado da transportadora. fiquei decepcionada?!!;neg
super recomendado. entrega rapida, produto como descrito na hora da compra, recomendo sem problemas;pos
problema. infelizmente tive um problema com o aparelho,e o mesmo tera que ser feito troca.;neg
muito bom. ..recomendo;neg
a carabina e muito boa. a maca de mira da carabina e q e ruim. a luneta tambem e pecima.;pos
2. a caixa veio totalmente deformada/estragada. alguns produtos desencaixados. melhorar a embalagem dos produtos. achei o produto/material fraco;neg
otima pocao de compras e atendimento rapido.;pos
foi entregue ante do prazo;pos
no site a pulseira de cruz estava como 21 cm mas ela mede 22 cm ficou folgada e nao tem como ajustar;pos
produto com visual usado....tela frontal do bag....bem gasto e riscado....com dificil visualizacao do aparelho celular.;neg
o produto chegou corretamente. pude acompanhar a entrega pelo rastreio do pedido. deu tudo certo.;pos
produto correto e dentro do prazo.;pos
essa parceria nao foi boa , nao emitiu nem nota fiscal e nao mandou o produto , e pelo visto nao vai mandar , pessimos parceiros;neg
oculos feminino;pos
a nota fiscal nao veio.;neg
mas pensei que ia vir o produto inteiro, nao uma pequena amostra num pontinho!voce tinham que colocar a foto do potinho e nao da embalagem original...ninguem le que sao 4gramas apenas so olha a fo;pos
como sempre amaricanas e impecavel no atendimento na venda e na entrega;pos
ainda nao usei o produto mais parece ter excelente qualidade. chegou muito antes do esperado. recomendo pela agilidade.;pos
aparador de livros abraco. recomendo, excelente!;pos
bom. entregue bem rapido. pelo valor achei bom;neg
produto muito bom e a entrega foi super rapida.;pos
super recomendo. superou minhas expectativas no prazo de entrega. super recomendo lojas lannister toppp;pos
10. muito boa recomendo;pos
faixa abdominal. produto razoavel;pos
meu produto foi entregue ate antes do prazo voces estao de parabens!!;pos
muito bom;pos
o objeto veio em perfeita condicoes, superou as expectativas, excelente produto , obrigada!;pos
muito bom e entrega dentro do prazo.;pos
chegou ate antes do prazo sempre compro, e minhas encomendas vem sempre direitinho;pos
bom. o prazo de vencimento do produto e curto para o ser consumido. vencimento em 08/2018. esta informacao deveria ser sinalizada nas especificacoes do mesmo.;neg
o produto chegou antes do prazo.;pos
recebi dentro do prazo de entrega dado pela loja, no entanto ao conferir o produto constatei que o relogio e novo mas veio sem funcionar...deve ser a bateria.;pos
precisa melhorar tempo de entrega, produto levou quase tres semanas pra chegar.e ja tinha pago, pelo produto.;neg
a entrega foi mais rapida do que eu esperava. super aprovada!;pos
o produto chegou dentro do prazo e bem embalado. gostei e recomendo.;pos
bom. tive um problema com a mercadoria, eu pedi as cortinas na cor caqui e me entregaram na cor cinza... a cor cinza nao me atende preciso que por favor facam a troca pela cor que pedi que e a caqui;pos
meu marido adorou! atende todas as suas necessidades!;pos
so foi entregue um produto o outro nao recebi;neg
recomendo. o prazo de entrega e um pouco extenso, porem foi entregue dentro do prazo acordado;pos
chegou em bom estado, encaixou muito bem no celular, capinha muito bonita e fina, recomendo!!!;pos
que a referida loja e muito pontual.;pos
adoro comprar na lannister;pos
paguei por 2 produtos e so recebi 1. a pelicula nao veio!!!;neg
perfeito em tudo, na entrega e na qualidade do produto! super recomendo.;pos
produto recebido no prazo, recomendo;pos
produto chegou rapido de otima qualidade;pos
superou minhas expectativas. feliz pelo produto adquirido;pos
satisfeita;pos
agilidade na entrega e praticidade.;pos
chegou muito rapido e o produto exatamente como anunciado;pos
super recomendo;pos
a tesoura de corte e diferente do anunciado cabo de plastico ao inves de metal, baixa qualidade do produto, nao recomendo....;neg
bonito o produto. foi entregado no plazo corsspindente. eu gustei.;neg
o oculos esta quebrado , nao esta segurando o celular !;neg
a leiteira foi entregue com a tinta vermelha ja arranhada . e pequeno o pedaco sem tinta. quero o cancelamento da compra.;neg
excelente. estou satisfeito com o produto bem como o atendimento e a entrega tudo certo.;pos
gostei do produto.;neg
sempre fui um comprado nato da baratheon,nessa ultima compra deixou a desejar,mercadoria que seria presente de casamento,nao chegou ainda,estou pasmado e muito aborrecido. desde o dia 12/06.;neg
mercadoria recebida . mercadoria entregue dentro do prazo. podera ser mais rapido e frete mais barato.;pos
produto entregue antes do prazo e produto de otima qualidade. recomendo!;pos
chegou bem rapido. meu filho amou otimo produto;pos
acho um absurdo comprar um produto que diz estar disponivel e nao recebe-lo !!! verifiquem por favor, pois nao e a primeira vez que acontece. exijo uma resposta convincente!!! aguardo contato urgente!;neg
ja descrevi varias vezes, iclusive o pedido e de 05-01-2018 e ja foram descontadas duas parcejas do total de quatro,. agora devolvam e cancelem o pedido definitivamente.;neg
boa. tava uma cor no site e o produto veio outra . mas ele veio em perfeito estado;pos
nao recebi ainda;neg
o que tenho a reclamar e que o produto nao e o original infelizmente;neg
nao recebi o produto, aguardo uma solucao.;neg
muito bom e rapido;pos
negocio perfeito;pos
super recomendo. adorei a cortina, ficou linda na minha sala, e o tecido e lindo deixa a sala muito sofisticada. super recomendo;pos
recebi somente um produto. fiz a compra de dois produto e so recebi um produto e foram cobrados dois produtos.;neg
esperei uma coisa e recebi outra mais ta bom espero ter sucesso;neg
entregaram no prazo , e o produto de boa qualidade.;pos
chegou antes do prazo muito bom..;pos
otimo. obrigada;pos
nao funciona telefones. produto nao funciona,, nao consegui entrar conta por telefone da empresa que me vendeu, fala telefone nao existente. estragou minha impressora o produto q foi me vendido.;neg
nao estalei ainda aparentemente e muito bonito, so vou poder dizer da qualidade quando for instalar,, por enquanto satisfeita .;pos
entregue como prometido;pos
conforme descrito no site;pos
meu pedido esta preso nos correios....;neg
lindissimo!. super facil de colar e fica super lindo!;pos
estou aguardando o produto.;neg
eu comprei e nao funcionou;neg
amei!! . ainda nao instalei, mas eu me surpreendi com o material! e lindo demais e parece bem resistente!;pos
nao gostei muito da bolsa achei o material bem.fraco mal usei e ja esta querendo estourar o ziper.esperava uma coisa melhor.;neg
infelizmente a caixa de papelao onde estava o produto veio com pouca protecao o que era visivel pelo estado ruim da caixa, nem ao menosum plastico bolha para proteger o produto que e eletronico.att;pos
recebi o produto porem veio amassado;neg
veio faltando o bebe conforto;neg
muito bom e bem antes do prazo.;pos
gostei;pos
gostei, porem agora tenho que buscar nos correios.;neg
satisfeito. conforme varios comentarios anteriores, o produto foi impresso em uma especie de madeira de 2 mm, mas a imagem e viva e muito linda, vale a pena ter uma dessa na minha opiniao, estou satisfeito.;pos
de tres produtos somente um foi entregue quero saber por que falto dois e esta dando e status entregue;neg
tudo certo. produto de acordo com o anuncio, recomendo.;pos
nao recebi o produto;neg
amei meu produto, chegou perfeito, bem antes do prazo.;pos
produto entregue na data combinada.;pos
depois de 20 dias da compra nenhum sinal da encomenda. ja reclamei e nao obtive resposta;neg
recomendo. produto de boa qualidade e a loja entrega ate antes do prazo.;pos
satisfeito. exatamente como no anuncio .entrega rapida.muito satisfeito;pos
recebi tudo correto, conforme o anuncio parabens !!!!!;pos
otimo produto;pos
comprei um ultrabook e foi enviado um celular, mandei de volta, mais o ultrabook ate o momento nao recebi, como fica isso.;neg
tudo ok, 100 .;pos
recebi so as mamadeiras mandei email questionando a entrega da capa do colchao mas nao recebi retorno;neg
panos lindos e de boa qualidade, super recomendado.;pos
entrega rapida e produto show;pos
muito bom os produtos. estou muito satisfeito com os produtos. parabens aos lojistas.;pos
fiz a compra de duas pecas mas chegou so uma, sendo que consta na nota duas pecas entregues.;pos
o tapete e otimo! grosso e macio. melhor do que eu imaginei.;pos
tudo correu dentro do prometido.;pos
"excelente produto . o produto superou minhas expectativas e o prazo de entrega adiantou cerca de 10 dias! ;-";pos
ok. recomendo;pos
meu produto nao chegou. qual a solucao?;neg
otimo;pos
otimo;pos
otimo. otima e segura compra.;pos
produto otimo.;pos
produto diferente da imag. na imagem e cola premium black de 10ml e foi entregue cola elite glue black de 05ml. compro muito no site das lannister e essa foi a 1a vez que me senti lesada, enganada.;neg
